index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
3371,I love dis phone.,Very good product front facing camera could be improved.,5.0,0.0,0.527,0.473,0.7425,0.012843688,0.089525096,0.8976312
3372,Excellent in all iphones,Better comparing to previous apple series.,5.0,0.0,0.633,0.367,0.4404,0.028037988,0.46753362,0.5044284
3373,Very poor,Poor quality,1.0,0.756,0.244,0.0,-0.4767,0.8493658,0.13626643,0.014367844
3374,Worth it !,Excellent on all the three parameters,5.0,0.0,0.575,0.425,0.5719,0.106218554,0.75988233,0.13389905
3375,About amazon sales,Product is good but amazon offer is worst,1.0,0.386,0.341,0.273,-0.5647,0.6981787,0.23570506,0.06611629
3376,Nice Phone,Good Quality,5.0,0.0,0.256,0.744,0.4404,0.03165423,0.38285834,0.5854875
3377,Superb mobile 👍,Good product,5.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3378,Good phone,Good product,4.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3379,Hoof,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3380,Amazing product.,Good phone,5.0,0.0,0.256,0.744,0.4404,0.00504115,0.06110307,0.9338558
3381,Iphone XR,Battery life very good and value for money low price camera good,3.0,0.11,0.418,0.473,0.7876,0.0029169507,0.024309346,0.97277373
3382,Not slim,Phone is too weighed and thik also.,3.0,0.0,1.0,0.0,0.0,0.6584638,0.31872928,0.022806987
3383,Priya.92,Great quality. Good product so far.,5.0,0.0,0.364,0.636,0.7906,0.0033241909,0.027780695,0.96889514
3384,Good experience with Amazon,Beautiful product,5.0,0.0,0.204,0.796,0.5994,0.0049598385,0.034649063,0.9603911
3385,Excellent phone !,Best value for money smartphone. Loved it !,5.0,0.0,0.27,0.73,0.8955,0.0026668934,0.013222228,0.98411083
3386,Ring tone issue,Ring tone is very very low since few days ?,2.0,0.25,0.75,0.0,-0.3962,0.7962334,0.19519624,0.00857042
3387,Nice phone,Camera quality is top class and good battey,5.0,0.0,0.561,0.439,0.5719,0.00874753,0.1305801,0.8606724
3388,Worth buying,U can feel the smoothness while using phone,5.0,0.0,1.0,0.0,0.0,0.008136126,0.33957654,0.6522873
3389,Awesome phone,#NAME?,5.0,0.0,1.0,0.0,0.0,0.17215884,0.7530176,0.074823484
3390,iPhone XR black - Happy to buy it online,It’s a genuine product with Apple warranty.,5.0,0.0,1.0,0.0,0.0,0.0033382974,0.10674522,0.8899165
3391,Best of battery life till now for iPhone,Worth of money. Must to try,5.0,0.0,0.725,0.275,0.2263,0.06706245,0.6709137,0.26202387
3392,Go for it,Best device in all features,5.0,0.0,0.488,0.512,0.6369,0.0042872177,0.06701479,0.928698
3393,Best IPhone,Awesome.. Best iPhone ever.,5.0,0.0,0.417,0.583,0.6369,0.0021232625,0.011939988,0.9859367
3394,APPLE XR,Superb..!! Thank you Amazon,5.0,0.0,0.295,0.705,0.5837,0.0019541238,0.012087851,0.98595804
3395,Good,Good,4.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3396,Its iphone!,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3397,Excellent phone,Nice,5.0,0.0,0.0,1.0,0.4215,0.066038154,0.35445276,0.5795091
3398,V,Good,4.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3399,Ok,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3400,Good,Good,3.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3401,Genuine product,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3402,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3403,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3404,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3405,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3406,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3407,Best value for money,Awesome iPhone at best price,5.0,0.0,0.265,0.735,0.8519,0.0028661778,0.025891291,0.9712425
3408,Wont be disappointed,Really go for it without hesitating you wont regret it,5.0,0.0,0.647,0.353,0.5216,0.028055152,0.346082,0.6258629
3409,Best Phone,best buy good Prise,5.0,0.0,0.22,0.78,0.7964,0.018854948,0.32717496,0.6539701
3410,Best Phone,best buy good Prise,5.0,0.0,0.22,0.78,0.7964,0.018854948,0.32717496,0.6539701
3411,Got it at 38k worth it,Super quality phone,5.0,0.0,0.339,0.661,0.5994,0.0038499625,0.04920425,0.9469458
3412,Awesome,Best phone in world,4.0,0.0,0.417,0.583,0.6369,0.0024554145,0.023405699,0.97413886
3413,Excellent,Excellent phone but charging problem is minus here,5.0,0.298,0.504,0.197,-0.296,0.26889917,0.41542175,0.31567913
3414,Super fast phone,Wonderful phone nice cam clarify and battery pack up.,5.0,0.0,0.519,0.481,0.7579,0.0029019285,0.019266855,0.97783124
3415,Worth it,I liked it,4.0,0.0,0.263,0.737,0.4215,0.005534642,0.06419953,0.93026584
3416,Great phone,Great phone,5.0,0.0,0.196,0.804,0.6249,0.004362121,0.043653104,0.95198476
3417,Super Duper,Super Duper,5.0,0.0,0.204,0.796,0.5994,0.04701131,0.23284285,0.7201458
3418,Great phone,Superb.....,5.0,0.0,1.0,0.0,0.0,0.021777444,0.21613133,0.7620912
3419,Nice phone,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3420,Excellent product,Thank you Amazon... this iPhone is incredible..,5.0,0.0,0.706,0.294,0.3612,0.0018632675,0.008505584,0.9896311
3421,Execlent phone,Battery life is good,4.0,0.0,0.508,0.492,0.4404,0.0064155003,0.06431192,0.9292726
3422,Earphon,Earphones damaged in just 5 months,5.0,0.42,0.58,0.0,-0.4404,0.7874975,0.1962535,0.016248954
3423,Awesome,Love the phone and the color white,5.0,0.0,0.588,0.412,0.6369,0.0020682341,0.01313409,0.98479766
3424,Awesome,Really loved it ... awesome mobile,5.0,0.0,0.325,0.675,0.8516,0.0023897523,0.0087370835,0.9888732
3425,I phone XR,Excellent purchase.. thanks Amazon,5.0,0.0,0.108,0.892,0.8074,0.0027887316,0.024913292,0.972298
3426,Good phone,"Very good phone, good battery life",5.0,0.0,0.385,0.615,0.7496,0.002203979,0.016344404,0.9814516
3427,Hangs sometimes,Sometimes hangs... rest everything is good,4.0,0.0,0.633,0.367,0.4404,0.028370589,0.25863945,0.71299
3428,Isse badiya phn ni aaya bhaiyo,Osm phone great bettery life Gajab lok hai,5.0,0.0,0.631,0.369,0.6249,0.005973198,0.081457004,0.9125698
3429,Best Iphone in budget,Nice product .Brought in 38 K during sell.,5.0,0.0,0.682,0.318,0.4215,0.0046263756,0.11624535,0.8791283
3430,Nice product,No fingerprint reader. Face unlock is nice,5.0,0.22,0.5,0.28,0.1531,0.03008233,0.19291763,0.77700007
3431,Aaa+ Seller,Nice product and worth for money,5.0,0.0,0.46,0.54,0.5719,0.015505748,0.10726028,0.877234
3432,One of the best Iphone is XR :),All functionalities is great in Iphone XR.,5.0,0.0,0.594,0.406,0.6249,0.0011485701,0.01398033,0.9848711
3433,Love with product,Love with this product thank you Amazon 😊,5.0,0.0,0.323,0.677,0.8126,0.001522581,0.0071559404,0.9913215
3434,❤️❤️❤️,Apple without any doubt its the best ph ❤️,5.0,0.0,0.526,0.474,0.7438,0.002097927,0.00927739,0.9886247
3435,Great product,"Great phone .Perfectly working ,no issues.",5.0,0.163,0.222,0.615,0.7964,0.0033716457,0.020871649,0.97575676
3436,Everythinf is best except battery life,Best phone in all iphones i have ever used,4.0,0.0,0.625,0.375,0.6369,0.0021039685,0.021410253,0.9764857
3437,Satisfied,"Fingerprints not so good,baki all is good.",5.0,0.0,0.674,0.326,0.4404,0.23699555,0.5290439,0.23396054
3438,Nice,Long battery life loved it,5.0,0.0,0.506,0.494,0.5994,0.006306777,0.047930572,0.94576263
3439,You should buy this phone,Best phone Apple iPhone xR,5.0,0.0,0.488,0.512,0.6369,0.0013357284,0.025701119,0.97296315
3440,Amazing one,It’s very good & I like it,5.0,0.0,0.334,0.666,0.7159,0.001636407,0.011551544,0.98681206
3441,Not happy,Its not at all satisfying.,2.0,0.383,0.617,0.0,-0.357,0.9665883,0.029874751,0.0035369562
3442,Amazon best service,Super,5.0,0.0,0.0,1.0,0.5994,0.061617296,0.39266527,0.5457174
3443,Good product,Good product,5.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3444,Face Id,It's face recognition system is brilliant.,5.0,0.0,0.568,0.432,0.5859,0.0073196213,0.06064708,0.9320333
3445,Excellent,Nice one. Complete,5.0,0.0,0.417,0.583,0.4215,0.007449333,0.06736415,0.9251865
3446,Bast fon,I like it products,5.0,0.0,0.444,0.556,0.3612,0.013706951,0.13690157,0.84939146
3447,Good phone,The phone is good.,4.0,0.0,0.508,0.492,0.4404,0.0028516296,0.025212625,0.9719357
3448,Awesome,Everything is okay,5.0,0.0,0.513,0.487,0.2263,0.009219521,0.16664971,0.8241308
3449,Good Product,Very nice Product,5.0,0.0,0.393,0.607,0.4754,0.0041986867,0.030798482,0.9650029
3450,Impeccable,Perfect in every aspect....,5.0,0.0,0.448,0.552,0.5719,0.014205515,0.13186201,0.85393244
3451,Good phone,Good phone,5.0,0.0,0.256,0.744,0.4404,0.00504115,0.06110307,0.9338558
3452,Nice,Good phone,5.0,0.0,0.256,0.744,0.4404,0.00504115,0.06110307,0.9338558
3453,Nice phone,Nice phone,3.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3454,iPhone XR,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3455,Good phone,Good phone,4.0,0.0,0.256,0.744,0.4404,0.00504115,0.06110307,0.9338558
3456,Good cost,Nice phone,5.0,0.0,0.263,0.737,0.4215,0.006627618,0.066739604,0.92663276
3457,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3458,Xr,Better battery life when compare to others,5.0,0.0,0.674,0.326,0.4404,0.02790081,0.3751367,0.5969625
3459,Best iphone for ₹60000,Everything you need on iphone Xseries features in ₹60000,5.0,0.0,1.0,0.0,0.0,0.0027218538,0.24867967,0.74859846
3460,Super,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3461,Price drop,Price have been dropped in one day kindly refund,2.0,0.0,0.714,0.286,0.4939,0.69788533,0.27993405,0.02218062
3462,Excellent,"Good product, worth for the money",5.0,0.0,0.455,0.545,0.5859,0.007923663,0.07890642,0.9131699
3463,Awesome product and delivery !!!!,Awesome product and delivery !!!!,5.0,0.0,0.432,0.568,0.7405,0.0042486447,0.02520124,0.97055006
3464,Best deal,This product by amazon in awesome,5.0,0.0,0.408,0.592,0.7003,0.0017202707,0.014060392,0.9842194
3465,Good phone,Good phone and better performance,5.0,0.0,0.341,0.659,0.7003,0.004242252,0.062080737,0.933677
3466,Satisfied with deal,Great deal and fully satisfied with phone,5.0,0.0,0.41,0.59,0.8016,0.0020194198,0.019313565,0.978667
3467,Great product!,Awesome product.. value for money indeed!,5.0,0.0,0.371,0.629,0.7777,0.0021388805,0.015738903,0.9821222
3468,Smart,Nice phone very pretty colour and pattern,4.0,0.0,0.443,0.557,0.7425,0.0020074921,0.014161624,0.9838308
3469,Good phone with a poor camera,The camera quality needs a serious boost.,4.0,0.163,0.5,0.338,0.34,0.15419562,0.6174696,0.22833481
3470,Jus love it,Simply stunning...worth everypenny ...!!!,5.0,0.0,1.0,0.0,0.0,0.005743598,0.043993223,0.9502632
3471,Best phone to update,iPhone is iPhone no comparison with other,5.0,0.268,0.732,0.0,-0.296,0.040031888,0.46399105,0.495977
3472,Performance,Great performance and Better life so good,5.0,0.0,0.282,0.718,0.8805,0.001647157,0.009480614,0.98887223
3473,Bad Product!!,It is very Bad product don’t go for it!!!,1.0,0.369,0.631,0.0,-0.6877,0.9366187,0.055584054,0.0077971728
3474,Awesome,Superb design and convenient for handling,5.0,0.0,0.549,0.451,0.6249,0.0028050714,0.052542992,0.9446519
3475,Good buy,Received what was ordered,5.0,0.0,1.0,0.0,0.0,0.106855325,0.83820766,0.054937012
3476,Heavy in weight,Happy but heavy in weight,4.0,0.0,0.63,0.37,0.3291,0.056155585,0.5131269,0.4307175
3477,Beautiful phone,Such a great mobile phone,4.0,0.0,0.423,0.577,0.6249,0.0026039656,0.016292442,0.98110354
3478,iPhone XR,NYC phone for stylish use,5.0,0.0,1.0,0.0,0.0,0.00507764,0.35769784,0.6372245
3479,I love Apple products,Beautiful phone in red 😍,5.0,0.0,0.435,0.565,0.5994,0.0016353799,0.012260466,0.9861042
3480,Great phone,Good phone! Great battery,5.0,0.0,0.215,0.785,0.807,0.0021278034,0.013070649,0.9848016
3481,Thanx anazon,Very good product nicely delivered by amazon,4.0,0.0,0.332,0.668,0.7939,0.0023929402,0.013892308,0.98371476
3482,Apple is good,It's very good,5.0,0.0,0.385,0.615,0.4927,0.0022918833,0.015307253,0.98240083
3483,Amazing,Amazing phone,5.0,0.0,0.208,0.792,0.5859,0.003935495,0.04196609,0.9540984
3484,Best Iphone,Worth The Money !,5.0,0.0,0.477,0.523,0.2942,0.04022795,0.5809104,0.37886164
3485,Apple always,It’s a good phone,5.0,0.0,0.408,0.592,0.4404,0.0033045916,0.038800627,0.95789474
3486,Battery life poor,Battery life poor,4.0,0.608,0.392,0.0,-0.4767,0.834684,0.15203151,0.013284437
3487,Awesome,Worth every penny,5.0,0.0,0.513,0.487,0.2263,0.040877234,0.5290654,0.4300574
3488,Xr,Good battery life,5.0,0.0,0.408,0.592,0.4404,0.0084151095,0.15696202,0.83462286
3489,Excellent,Excellent device.,5.0,0.0,0.213,0.787,0.5719,0.009793077,0.083883554,0.9063233
3490,Amazing..!,Its great phone for reasonable price..!!,5.0,0.0,0.516,0.484,0.6892,0.002064077,0.018933572,0.97900236
3491,Mind blowing Iphone XR,Excellent phone with amazing camera,5.0,0.0,0.286,0.714,0.8176,0.0025520339,0.026685903,0.970762
3492,Awesome,Fabulous,5.0,0.0,0.0,1.0,0.5267,0.04868879,0.2639206,0.68739057
3493,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3494,Beautiful,Beautiful,5.0,0.0,0.0,1.0,0.5994,0.0067370324,0.06648037,0.9267826
3495,👍,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3496,Very nice,Very nice,5.0,0.0,0.244,0.756,0.4754,0.005032785,0.038197145,0.95677006
3497,Amazing,Amazing..,5.0,0.0,1.0,0.0,0.0,0.030352183,0.23862012,0.7310277
3498,Good,Very good,5.0,0.0,0.238,0.762,0.4927,0.005273812,0.042851713,0.9518745
3499,Super,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
3500,Great value@36k,Two thumbs up,5.0,0.0,1.0,0.0,0.0,0.007822958,0.23849256,0.7536845
3501,Excellent,Excellent!!,5.0,0.0,0.0,1.0,0.6467,0.014522449,0.1187903,0.8666873
3502,Excellent phone. Go for it.,Excellent phone.,4.0,0.0,0.213,0.787,0.5719,0.0063084266,0.055501185,0.9381904
3503,Neat,Does the job.,4.0,0.0,1.0,0.0,0.0,0.11228536,0.65931964,0.22839503
3504,Best price in amezon,Amezing product,5.0,0.0,1.0,0.0,0.0,0.07299968,0.8109674,0.1160329
3505,Nice1,I loved this phone,5.0,0.0,0.339,0.661,0.5994,0.0033499699,0.010275005,0.9863751
3506,Apple XR 128 GB,Nice phone with lots of features,5.0,0.0,0.641,0.359,0.4215,0.0016525915,0.018384617,0.9799628
3507,IphoneXR,No finger print sensor available,5.0,0.355,0.645,0.0,-0.296,0.30619386,0.6711322,0.022673944
3508,Good budget mobile,Satisfied with the budget mobile,5.0,0.0,0.588,0.412,0.4215,0.0031926779,0.08746884,0.9093384
3509,iPhone is iPhone,Must buy,4.0,0.0,1.0,0.0,0.0,0.018219141,0.4084623,0.57331854
3510,Excellent product,Amazing battery life and camera quality.,5.0,0.0,0.568,0.432,0.5859,0.0071227457,0.080251925,0.9126253
3511,Super,What a feel when I hold this on my hand.,5.0,0.0,0.686,0.314,0.4939,0.00480493,0.19123937,0.8039557
3512,Slow charging,Everything is ok but charging very slow.,4.0,0.0,0.789,0.211,0.1531,0.025738034,0.30314797,0.67111397
3513,Best phone in budget.,Perfect phone in budget.,5.0,0.0,0.448,0.552,0.5719,0.008331017,0.13718902,0.8544799
3514,Good phone,Very good phone by Apple,5.0,0.0,0.556,0.444,0.4927,0.0021565491,0.016947042,0.98089635
3515,not in ordinary sale purchase in offer,one of the best purchase,5.0,0.0,0.488,0.512,0.6369,0.0026549187,0.030685483,0.9666596
3516,Good at this price,Good offer at this price,4.0,0.0,0.58,0.42,0.4404,0.00473814,0.07661763,0.91864425
3517,Battery is the main headline,Superb,5.0,0.0,0.0,1.0,0.6249,0.0118907,0.16899449,0.8191148
3518,Never going back to Android OS,"One word,” Brilliant “.",5.0,0.0,0.441,0.559,0.5859,0.057616584,0.31200576,0.63037765
3519,Better responce,Awsm phone in budget,5.0,0.0,1.0,0.0,0.0,0.16471843,0.78452915,0.050752375
3520,Wonderful,iPhone is iPhone,5.0,0.0,1.0,0.0,0.0,0.027155127,0.45348915,0.5193557
3521,Nice Product,Nice as expected,5.0,0.0,0.417,0.583,0.4215,0.026750425,0.15875797,0.8144916
3522,Excellent,Excellent in use,5.0,0.0,0.351,0.649,0.5719,0.12031794,0.67864746,0.20103455
3523,No bill received,No bill received,3.0,0.524,0.476,0.0,-0.296,0.3816271,0.58881325,0.029559651
3524,I like I phone,Nice one product,4.0,0.0,0.417,0.583,0.4215,0.012373076,0.11655736,0.87106955
3525,Accessories problem,Earpods received with iphone are not working properly,4.0,0.0,1.0,0.0,0.0,0.92555475,0.07019802,0.004247267
3526,It’s not that good as we expected,It’s not that good as we expected,1.0,0.286,0.714,0.0,-0.3412,0.9054825,0.083768,0.010749456
3527,I love I phone,World best phone,5.0,0.0,0.323,0.677,0.6369,0.0031555935,0.038136587,0.9587078
3528,Best iPhone ever,Awesome!,5.0,0.0,0.0,1.0,0.6588,0.004246309,0.03754185,0.95821184
3529,😍,Loved it,4.0,0.0,0.204,0.796,0.5994,0.0060983333,0.025180599,0.96872103
3530,Review of XR,Face recognition is not as per acceptance.,3.0,0.292,0.708,0.0,-0.357,0.50029194,0.47482532,0.024882747
3531,Superb mobile,Superb mobile,5.0,0.0,0.196,0.804,0.6249,0.00375475,0.103107825,0.8931374
3532,😘,Love it  Xr,5.0,0.0,0.323,0.677,0.6369,0.0050056023,0.037924413,0.95706993
3533,iPhone XR,Battery life should be improved,5.0,0.0,0.563,0.437,0.4767,0.17786033,0.5537122,0.2684275
3534,It’s ok,It’s ok but not as much of cost,4.0,0.0,0.814,0.186,0.1531,0.08129864,0.637205,0.28149632
3535,iPhone XR,Good one for 50K+ Budget Apple Phone...,5.0,0.0,0.674,0.326,0.4404,0.0027212957,0.0834826,0.9137961
3536,Feedback,My data cable started to getting damage,5.0,0.348,0.652,0.0,-0.4939,0.90753937,0.08764925,0.004811404
3537,Marvellous,It’s amazing and I got this just at 38k,5.0,0.0,0.648,0.352,0.5859,0.0016159813,0.01873927,0.9796448
3538,Invoice,I want an copy of invoice of this order,5.0,0.0,0.843,0.157,0.0772,0.031308386,0.75352645,0.21516514
3539,Awesome... But weighted,Battery is Better than previous iPhones,5.0,0.0,0.633,0.367,0.4404,0.009167837,0.096431084,0.8944011
3540,iPhone hotspot problem,"Hot spot is not working, can u guide me",4.0,0.0,1.0,0.0,0.0,0.8031159,0.18635565,0.010528531
3541,Too fast delivery,Product is very nice and delivery by Amazon is just superb,5.0,0.0,0.474,0.526,0.8357,0.0025012246,0.009905162,0.9875936
3542,Wow,Value for money product,5.0,0.0,0.556,0.444,0.34,0.088428244,0.6789162,0.23265554
3543,iPhone XR,Kudos to RAM management,5.0,0.0,0.476,0.524,0.5106,0.007292703,0.1652064,0.8275009
3544,Good product,Good product from apple,4.0,0.0,0.508,0.492,0.4404,0.003881004,0.048664168,0.94745487
3545,Good one,Good one,4.0,0.0,0.256,0.744,0.4404,0.012951461,0.15046921,0.8365794
3546,"Nice phone, but over weight",Super mobile....over weight,5.0,0.0,0.339,0.661,0.5994,0.059659883,0.62589246,0.31444764
3547,Beat phone,Best,5.0,0.0,0.0,1.0,0.6369,0.059446976,0.42256632,0.5179867
3548,Value for money,Very good,5.0,0.0,0.238,0.762,0.4927,0.005273812,0.042851713,0.9518745
3549,Impressive,Worth the money,5.0,0.0,0.513,0.487,0.2263,0.057407487,0.6712341,0.27135843
3550,iPhone XR,Excellent phone,4.0,0.0,0.213,0.787,0.5719,0.008036703,0.10214289,0.8898204
3551,Love it,"I just love it,",5.0,0.0,0.323,0.677,0.6369,0.009604931,0.031439085,0.95895594
3552,Best iPhone in terms of battery,Very good phone,5.0,0.0,0.385,0.615,0.4927,0.0031202526,0.026721446,0.97015834
3553,Excellent,Amazing product,5.0,0.0,0.208,0.792,0.5859,0.006535749,0.06674105,0.92672324
3554,Should be better,Not a good mobile thn x,3.0,0.445,0.555,0.0,-0.3412,0.9146867,0.07658431,0.008729057
3555,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
3556,Awesome,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
3557,Genuine,Genuine,5.0,0.0,1.0,0.0,0.0,0.1055305,0.58367896,0.3107905
3558,Only if you are iPhone lover,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
3559,Good,Display could have been better,5.0,0.0,0.58,0.42,0.4404,0.37795803,0.518681,0.10336099
3560,Excellent.,Zabardast,5.0,0.0,1.0,0.0,0.0,0.55606323,0.38077086,0.06316597
3561,Good product,Good product,5.0,0.0,0.256,0.744,0.4404,0.008658473,0.09932203,0.89201957
3562,ठीक ह,Thik thaak h,5.0,0.0,1.0,0.0,0.0,0.16898294,0.70914775,0.12186932
3563,Nice iPhone.....,Very nice iphone,5.0,0.0,0.393,0.607,0.4754,0.0015607129,0.013115305,0.98532397
3564,Xr apple,Nice product by Amazon,5.0,0.0,0.308,0.692,0.5423,0.0035229505,0.03144119,0.96503586
3565,Awesome phone,Excellent phone,5.0,0.0,0.213,0.787,0.5719,0.008036703,0.10214289,0.8898204
3566,Superb Phone,Fingerprit and Battery is Good,5.0,0.0,0.58,0.42,0.4404,0.0062455633,0.16982655,0.8239278
3567,nice product very smooth,i love this iphone red edition,5.0,0.0,0.488,0.512,0.6369,0.0017665384,0.0069341282,0.99129933
3568,best phone at rs 39990,best phone i got for rs 39990.,5.0,0.0,0.543,0.457,0.6369,0.002624011,0.04467864,0.9526974
3569,Awesome,Thanks amazon for real product,5.0,0.0,0.395,0.605,0.5574,0.002277742,0.025631221,0.972091
3570,Worth it,Super phone im fully satisfied,5.0,0.0,0.3,0.7,0.7902,0.0021976824,0.020753197,0.9770492
3571,Iphone xr is very good mobile to bye,Fantastic product love from me,5.0,0.0,0.278,0.722,0.8316,0.00199246,0.022558205,0.9754494
3572,Apple  X R,Grt purchase at grt price...👍,5.0,0.0,1.0,0.0,0.0,0.013985039,0.6017312,0.38428378
3573,Awesome,Very product delivered...am very happy,5.0,0.0,0.5,0.5,0.6115,0.0017088571,0.01328599,0.98500514
3574,Xr,Amazing phone with awsm batary back up,5.0,0.0,0.612,0.388,0.5859,0.0021415618,0.032296672,0.9655617
3575,XR,I phone xr is one of the best I phone.,4.0,0.0,0.625,0.375,0.6369,0.0013317518,0.01460023,0.984068
3576,Ultimate product,Nice product timely deliverd by amazon,5.0,0.0,0.471,0.529,0.5423,0.004349898,0.042528797,0.95312124
3577,iPhone Xr problem,"Problem with speaker,kindly contact me",1.0,0.403,0.597,0.0,-0.4019,0.38297868,0.5876881,0.029333262
3578,AMAZING PHONE,ITS AMAZING PHONE WITH GOOD FEATURES..,5.0,0.0,0.374,0.626,0.7717,0.0014999886,0.010007882,0.98849213
3579,Iphone Xr I Love You 🙈🙈,It's better than anything must buy😍😍,5.0,0.0,0.633,0.367,0.4404,0.0036387509,0.015360339,0.98100084
3580,Over all its superb...,Wow... It's amazing u can go for it...,5.0,0.0,0.612,0.388,0.5859,0.002379861,0.027533246,0.9700869
3581,Incoming ringing volume is not working,Incoming ringing volume is not working.,4.0,0.0,1.0,0.0,0.0,0.8824915,0.11221456,0.0052938983
3582,Product is excellent,Camera quality is best,5.0,0.0,0.417,0.583,0.6369,0.052571725,0.4265882,0.52084005
3583,💪🏻 Very best,I love apple products.,5.0,0.0,0.323,0.677,0.6369,0.0022852172,0.009679177,0.9880356
3584,Product faulty,Data cable  is faulty.,1.0,0.434,0.566,0.0,-0.3182,0.8563125,0.13486841,0.008819037
3585,Beautiful phone,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
3586,Great,Value of money,4.0,0.0,0.455,0.545,0.34,0.19295658,0.68671334,0.120330125
3587,Awesome performance,Always perfect,5.0,0.0,0.213,0.787,0.5719,0.013926669,0.11638283,0.8696905
3588,I trust amazon,Very satisfied,5.0,0.0,0.244,0.756,0.4754,0.006705209,0.07696115,0.9163336
3589,Awesome,One word awesome,5.0,0.0,0.328,0.672,0.6249,0.007934227,0.06875137,0.92331445
3590,Go for it,It’s a wonderful device for business user.,5.0,0.0,0.575,0.425,0.5719,0.001691735,0.019985968,0.9783223
3591,nyc,suberb,5.0,0.0,1.0,0.0,0.0,0.23268908,0.57932675,0.18798417
3592,Great,Overall a great phone go for it,5.0,0.0,0.549,0.451,0.6249,0.002442002,0.030413516,0.9671445
3593,Great deal,Good product under best deal thanks Amazon,5.0,0.0,0.204,0.796,0.8934,0.0020269735,0.016026577,0.9819464
3594,ORIGINAL APPLE PRODUCT,OUTSTANDING FEATURE OF IPHONE,5.0,0.0,0.429,0.571,0.6124,0.029928502,0.8092752,0.16079625
3595,Best iPhone at this budget.,It’s not slim and it’s heavy!,5.0,0.0,1.0,0.0,0.0,0.15341045,0.62040114,0.22618845
3596,Paisa vasool,Awsm mobile in this range....,5.0,0.0,1.0,0.0,0.0,0.08604519,0.85270715,0.061247602
3597,My dream phone,Nice phone with good features,5.0,0.0,0.345,0.655,0.6908,0.0018430125,0.019698178,0.97845876
3598,Good,Great product.... good so far,5.0,0.0,0.3,0.7,0.7906,0.0028833693,0.015716227,0.9814004
3599,Nice phone,Good working. Battery back up superb.,4.0,0.0,0.364,0.636,0.7906,0.00419039,0.0500314,0.9457782
3600,XR,Amazing Product . Good Battery Backup,5.0,0.0,0.309,0.691,0.7717,0.0044364436,0.060151666,0.9354119
3601,Nice phone,Nice phone.my first iphone .i love it,5.0,0.0,0.417,0.583,0.7906,0.0018478683,0.005561198,0.9925909
3602,One of the best pf IPhones,Hands down d best part is the battery,5.0,0.0,0.588,0.412,0.6369,0.009682222,0.120994896,0.8693229
3603,Xr,Best iPhone for the price you can get,5.0,0.0,0.625,0.375,0.6369,0.0036237573,0.07172573,0.92465055
3604,Super phone,Super battery life and camera quality,5.0,0.0,0.562,0.438,0.5994,0.0067180516,0.10768946,0.88559246
3605,Awesome,Really awesome mobile,4.0,0.0,0.313,0.687,0.659,0.002225379,0.02184455,0.9759301
3606,Not a good from Apple,Not a good from Apple,1.0,0.445,0.555,0.0,-0.3412,0.87494457,0.1111522,0.013903212
3607,Worth,Excellent performance,5.0,0.0,0.213,0.787,0.5719,0.0121539105,0.12316109,0.86468494
